     ntstore_SSE_16B; 18.809
     ntstore_SSE_32B; 19.387
     ntstore_SSE_64B; 19.508
    ntstore_SSE_128B; 19.384
     ntstore_AVX_32B; 19.268
     ntstore_AVX_64B; 19.229
    ntstore_AVX_128B; 19.336
    ntstore_AVX_256B; 19.260
