     ntstore_SSE_16B; 17.546
     ntstore_SSE_32B; 16.796
     ntstore_SSE_64B; 18.075
    ntstore_SSE_128B; 18.953
     ntstore_AVX_32B; 19.858
     ntstore_AVX_64B; 20.151
    ntstore_AVX_128B; 20.178
    ntstore_AVX_256B; 20.034
