  0, 3.978
  1, 4.010
  2, 4.017
  3, 4.008
  4, 4.019
  5, 4.019
  6, 4.026
  7, 4.014
  8, 4.014
  9, 4.019
 10, 4.008
 11, 4.014
 12, 4.029
 13, 4.021
 14, 4.014
 15, 4.017
 16, 3.998
 17, 4.023
 18, 4.024
 19, 4.003
 20, 4.021
 21, 4.024
 22, 4.015
 23, 4.013
 24, 4.016
 25, 4.016
 26, 3.985
 27, 4.019
 28, 4.023
 29, 4.015
 30, 4.014
 31, 3.993
 32, 4.026
